"filename", "language", "TypeScript", "JSON", "Shell Script", "JavaScript", "CSS", "HTML", "SCSS", "Markdown", "YAML", "XML", "Docker", "Log", "OpenVPN Configuration", "comment", "blank", "total"
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/agency/blog-details.html", "HTML", 0, 0, 0, 0, 0, 765, 0, 0, 0, 0, 0, 0, 0, 56, 36, 857
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/agency/blog-list.html", "HTML", 0, 0, 0, 0, 0, 648, 0, 0, 0, 0, 0, 0, 0, 60, 33, 741
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/agency/css/style.css", "CSS", 0, 0, 0, 0, 3434, 0, 0, 0, 0, 0, 0, 0, 0, 136, 440, 4010
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/agency/js/map.js", "JavaScript", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 134
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/agency/js/script.js", "JavaScript", 0, 0, 0, 437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 31, 510
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/i18n/en.json", "JSON", 0, 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 320
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/feature1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 1, 1, 194
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/feature2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 1, 1, 284
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/feature3.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 1, 1, 56
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/feature4.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 1, 1, 101
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/feature5.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 1, 1, 188
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/feature6.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 1, 1, 91
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/index.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 1, 1, 162
